,id,abbreviation,courseNumber,description,title,gradeAverage,letterAverage,openSeats,enrolledPercentage,enrolled,enrolledMax,units,__typename
70,Q291cnNlVHlwZToyMTUwOQ==,ENGIN,183C,"This course is meant for students in engineering and other disciplines who seek a challenging, interactive, team-based, and hands-on learning experience in entrepreneurship and technology.    In this highly experiential course, students work in simulated start-up teams to create products or start-up ideas to address a broadly-defined need of an industry partner or social challenge.  ",Challenge Lab,3.8503184713375793,A,1,0.995575221238938,225,226,4.0,CourseType
71,Q291cnNlVHlwZTo0ODQ=,ART,118," This studio course investigates representations of the human body across different periods and locations to explore what it means to depict the body in the 21st Century. How do dominant signifiers and various intersections of race, gender, class, religion, sexuality, and disability influence the rendering and image reception of human bodies? The studio component of the course will work from live models as well as creating full body self-portraits that challenge the parameters of the canon and conventional expectations. We will explore drawing across all mediums through art history lectures, student-led discussions, in-class prompts, field trips, and visiting artists. 

Prerequisites: ART 12 or by permission of instructor.",Advanced Drawing: Remixing the Figure,3.8107052896725446,A-,4,0.7777777777777778,14,18,4.0,CourseType
72,Q291cnNlVHlwZTo5MTcy,RHETOR,139,"Studies of the theory and practice of the rhetoric of visual evidence relating to catastrophe. Themes may include witnessing, testimony, the photographic record, news media, and archival knowledge around such subjects as genocide and crimes against humanity, war and other forms of political violence, the AIDS epidemic, natural disaster.",Rhetoric of Visual Witnessing,3.5707317073170737,A-,12,0.6571428571428571,23,35,4.0,CourseType
73,Q291cnNlVHlwZToxODk1,JAPAN,1B,"Japanese 1B is designed to develop basic skills acquired in Japanese 1A further. Students will learn approximately 150 new kanji. At the end of the course students should be able to express regret, positive and negative requirements, chronological order of events, conditions, giving and receiving of objects and favors, and to ask and give advice.  Grades will be determined on the basis of attendance, quiz scores, homework and class participation.",Elementary Japanese,3.594274509803922,A-,13,0.8522727272727273,75,88,5.0,CourseType
74,Q291cnNlVHlwZToyNzQ1,EPS,C20,"Introduction to earthquakes, their causes and effects. General discussion of basic principles and methods of seismology and geological tectonics, distribution of earthquakes in space and time, effects of earthquakes, and earthquake hazard and risk, with particular emphasis on the situation in California. ",Earthquakes in Your Backyard,3.502099737532809,A-,0,1.0,550,550,3.0,CourseType
75,Q291cnNlVHlwZTo0NjUx,MCELLBI,210,"General course for first-year graduate students. Covers our current understanding of, methodological approaches for analyzing, and recent advances in the function of cellular macromolecules and macromolecular complexes in DNA replication, recombination, transposition and repair, gene expression and its regulation, mRNA splicing, genome organization, noncoding RNAs, signal transduction, protein synthesis, folding and degradation, growth control, and other life processes. ",Advanced Biochemistry and Molecular Biology: Macromolecular Reactions and the Cell,3.534715025906736,A-,12,0.6,18,30,4.0,CourseType
76,Q291cnNlVHlwZToxNzc3,DEMOG,296,"Problems in data acquisition, analysis, and presentation of technical demographic research. Required of graduate students in the Ph.D. program in Demography. ",Advanced Research Techniques,4.0,A,24,0.04,1,25,4.0,CourseType
77,Q291cnNlVHlwZTo4OTIx,PHILOS,98BC,"Berkeley Connect is a mentoring program, offered through various academic departments, that helps students build intellectual community. Over the course of a semester, enrolled students participate in regular small-group discussions facilitated by a graduate student mentor (following a faculty-directed curriculum), meet with their graduate student mentor for one-on-one academic advising, attend lectures and panel discussions featuring department faculty and alumni, and go on field trips to campus resources. Students are not required to be declared majors in order to participate.",Berkeley Connect,-1.0,,9,0.775,31,40,1.0,CourseType
78,Q291cnNlVHlwZTozNDAz,GWS,104,"Feminist theory examines the basic categories that structure social life and that condition dominant modes of thought. Feminist theory engages with many currents of thought such as liberalism, Marxism, psychoanalysis, postcolonial theory, and transnational feminist theory. In this course, students will gain a working knowledge of the range and uses of feminist theory. ",Feminist Theory,3.6301136363636357,A-,0,1.0,50,50,4.0,CourseType
79,Q291cnNlVHlwZToyNTU1,ENGIN,24,"The Berkeley Seminar Program is designed to provide students with the opportunity to explore an intellectual topic with a faculty member in a small seminar setting. Berkeley Seminars are offered in all college departments, and topics vary from department to department and semester to semester. ",Freshman Seminar,-1.0,,9,0.4,6,15,1.0,CourseType
80,Q291cnNlVHlwZTo5NDI1,THEATER,110B,"While continuing work begun in Theater 10 & 109, 110B focuses on the actor’s relationship with complex language. The course draws upon the world canon, from ancient to contemporary work and including both dramatic and narrative traditions, to consider the unique challenges and rewards of performing elevated text. Characterization, dramatic action, technical proficiency and clarity, attaining emotional availability, & cultivating an enriched relationship with text are also explored. Through exercises, improvisation, scenes, & monologues, the actor learns how to transform intuitive creativity & complex language into performative excellence.",Intermediate Acting: The Power of Language,3.9245341614906835,A,32,0.0,0,32,3.0,CourseType
81,Q291cnNlVHlwZToyMTg0Mw==,CIV ENG,190S,This course covers current topics of interest in civil and environmental engineering. The course content may vary from semester to semester depending upon the instructor.,Special Topics in Civil and Environmental Engineering,3.761290322580645,A-,20,0.7777777777777778,70,90,3.0,CourseType
82,Q291cnNlVHlwZToyMTc0NQ==,AERO ENG,2,This is a freshman-level seminar course offered every Spring semester that showcases aerospace-related research by the UC Berkeley campus engineering and scientific community (including Lawrence Berkeley National Laboratory and the Space Sciences Laboratory).  This seminar will be coordinated by one of the faculty who will be in charge of scheduling the speakers.,Aerospace Engineering 2 Seminar,-1.0,,0,1.0,60,60,1.0,CourseType
